"filename", "language", "TypeScript JSX", "TypeScript", "JavaScript", "MDX", "JSON", "JSON with Comments", "SVG", "YAML", "Markdown", "Docker", "Prisma", "SQL", "TOML", "SCSS", "CSS", "Shell Script", "comment", "blank", "total"
"/Users/harishv/Documents/Code/isomer/isomer-next/isomer/apps/studio/src/constants/params.ts", "TypeScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/Users/harishv/Documents/Code/isomer/isomer-next/isomer/apps/studio/src/constants/version.ts", "TypeScript", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"/Users/harishv/Documents/Code/isomer/isomer-next/isomer/apps/studio/src/contexts/EditorDrawerContext.tsx", "TypeScript JSX", 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9, 63
"/Users/harishv/Documents/Code/isomer/isomer-next/isomer/apps/studio/src/env.mjs", "JavaScript", 0, 0, 166, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 16, 219
"/Users/harishv/Documents/Code/isomer/isomer-next/isomer/apps/studio/src/features/auth/LoginStateContext.tsx", "TypeScript JSX", 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 11, 65
"/Users/harishv/Documents/Code/isomer/isomer-next/isomer/apps/studio/src/features/auth/index.ts", "TypeScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/Users/harishv/Documents/Code/isomer/isomer-next/isomer/apps/studio/src/features/dashboard/DashboardTable.tsx", "TypeScript JSX", 226, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 236
"/Users/harishv/Documents/Code/isomer/isomer-next/isomer/apps/studio/src/features/editing-experience/components/ComplexEditorStateDrawer.tsx", "TypeScript JSX", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13
"/Users/harishv/Documents/Code/isomer/isomer-next/isomer/apps/studio/src/features/editing-experience/components/EditPageDrawer.tsx", "TypeScript JSX", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 29
"/Users/harishv/Documents/Code/isomer/isomer-next/isomer/apps/studio/src/features/editing-experience/components/LayoutSelection.stories.tsx", "TypeScript JSX", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 20
"/Users/harishv/Documents/Code/isomer/isomer-next/isomer/apps/studio/src/features/editing-experience/components/LayoutSelection.tsx", "TypeScript JSX", 235, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 9, 252
"/Users/harishv/Documents/Code/isomer/isomer-next/isomer/apps/studio/src/features/editing-experience/components/PageCreateModal.stories.tsx", "TypeScript JSX", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 30
"/Users/harishv/Documents/Code/isomer/isomer-next/isomer/apps/studio/src/features/editing-experience/components/PageCreateModal.tsx", "TypeScript JSX", 202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 18, 238
"/Users/harishv/Documents/Code/isomer/isomer-next/isomer/apps/studio/src/features/editing-experience/components/Preview.tsx", "TypeScript JSX", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 36
"/Users/harishv/Documents/Code/isomer/isomer-next/isomer/apps/studio/src/features/editing-experience/components/RootStateDrawer.tsx", "TypeScript JSX", 121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 135
"/Users/harishv/Documents/Code/isomer/isomer-next/isomer/apps/studio/src/features/editing-experience/components/TipTapComponent.tsx", "TypeScript JSX", 171, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 8, 186
"/Users/harishv/Documents/Code/isomer/isomer-next/isomer/apps/studio/src/features/editing-experience/components/extensions/Table.tsx", "TypeScript JSX", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 37
"/Users/harishv/Documents/Code/isomer/isomer-next/isomer/apps/studio/src/features/editing-experience/components/form-builder/FormBuilder.tsx", "TypeScript JSX", 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 82
"/Users/harishv/Documents/Code/isomer/isomer-next/isomer/apps/studio/src/features/editing-experience/components/form-builder/renderers/controls/JsonFormsAllOfControl.tsx", "TypeScript JSX", 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 52
"/Users/harishv/Documents/Code/isomer/isomer-next/isomer/apps/studio/src/features/editing-experience/components/form-builder/renderers/controls/JsonFormsAnyOfControl.tsx", "TypeScript JSX", 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 76
"/Users/harishv/Documents/Code/isomer/isomer-next/isomer/apps/studio/src/features/editing-experience/components/form-builder/renderers/controls/JsonFormsArrayControl.tsx", "TypeScript JSX", 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 46
"/Users/harishv/Documents/Code/isomer/isomer-next/isomer/apps/studio/src/features/editing-experience/components/form-builder/renderers/controls/JsonFormsBooleanControl.tsx", "TypeScript JSX", 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 47
"/Users/harishv/Documents/Code/isomer/isomer-next/isomer/apps/studio/src/features/editing-experience/components/form-builder/renderers/controls/JsonFormsDropdownControl.tsx", "TypeScript JSX", 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 60
"/Users/harishv/Documents/Code/isomer/isomer-next/isomer/apps/studio/src/features/editing-experience/components/form-builder/renderers/controls/JsonFormsIntegerControl.tsx", "TypeScript JSX", 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 84
"/Users/harishv/Documents/Code/isomer/isomer-next/isomer/apps/studio/src/features/editing-experience/components/form-builder/renderers/controls/JsonFormsObjectControl.tsx", "TypeScript JSX", 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 65
